,fname,label,aso_id,manually_verified,noisy_small
2396,16783.wav,Wind,/m/03m9d0z,0,0
2397,256807.wav,Engine,/m/02mk9,0,0
2398,18153.wav,Bass_guitar,/m/018vs,0,0
2399,259291.wav,Writing,/m/081rb,0,0
2400,405843.wav,Bass_guitar,/m/018vs,0,1
2401,205593.wav,Clapping,/m/0l15bq,0,0
2402,379055.wav,Coin_(dropping),/m/0242l,0,0
2403,182938.wav,Acoustic_guitar,/m/042v_gx,1,0
2404,349818.wav,Fireworks,/m/0g6b5,1,0
2405,189840.wav,Clapping,/m/0l15bq,0,0
2406,120198.wav,Squeak,/m/07q6cd_,0,0
2407,172904.wav,Squeak,/m/07q6cd_,0,0
2408,410763.wav,Slam,/m/07rjzl8,0,0
2409,145672.wav,Bass_guitar,/m/018vs,0,0
2410,167473.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2411,142016.wav,Fireworks,/m/0g6b5,0,0
2412,60470.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2413,340684.wav,Engine,/m/02mk9,1,0
2414,361487.wav,Wind,/m/03m9d0z,0,0
2415,381729.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2416,131210.wav,Clapping,/m/0l15bq,0,0
2417,236868.wav,Squeak,/m/07q6cd_,0,0
2418,272460.wav,Hi-hat,/m/03qtq,0,0
2419,190673.wav,Wind,/m/03m9d0z,0,0
2420,250849.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2421,136861.wav,Engine,/m/02mk9,0,0
2422,42113.wav,Squeak,/m/07q6cd_,0,0
2423,138764.wav,Hi-hat,/m/03qtq,0,0
2424,75242.wav,Acoustic_guitar,/m/042v_gx,0,0
2425,110972.wav,Piano,/m/05r5c,0,0
2426,58575.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2427,209306.wav,Fireworks,/m/0g6b5,1,0
2428,386200.wav,Fire,/m/02_41,1,0
2429,415598.wav,Clapping,/m/0l15bq,0,0
2430,140153.wav,Hi-hat,/m/03qtq,0,0
2431,387678.wav,Slam,/m/07rjzl8,0,0
2432,50061.wav,Wind,/m/03m9d0z,0,0
2433,223373.wav,Tearing,/m/07qcx4z,1,0
2434,389430.wav,Crash_cymbal,/m/0bm0k,0,0
2435,268434.wav,Engine,/m/02mk9,0,0
2436,259143.wav,Clapping,/m/0l15bq,0,0
2437,137630.wav,Hi-hat,/m/03qtq,0,0
2438,102783.wav,Crash_cymbal,/m/0bm0k,0,0
2439,216308.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2440,39016.wav,Fire,/m/02_41,0,0
2441,251129.wav,Acoustic_guitar,/m/042v_gx,0,0
2442,114392.wav,Fire,/m/02_41,0,0
2443,361729.wav,Clapping,/m/0l15bq,1,0
2444,341535.wav,Squeak,/m/07q6cd_,0,0
2445,73083.wav,Clapping,/m/0l15bq,0,0
2446,268846.wav,Engine,/m/02mk9,0,0
2447,323086.wav,Fire,/m/02_41,0,0
2448,239878.wav,Bass_guitar,/m/018vs,0,0
2449,138691.wav,Hi-hat,/m/03qtq,0,0
2450,431811.wav,Crash_cymbal,/m/0bm0k,0,0
2451,171510.wav,Engine,/m/02mk9,0,0
2452,182797.wav,Wind,/m/03m9d0z,0,0
2453,335497.wav,Writing,/m/081rb,0,0
2454,207196.wav,Coin_(dropping),/m/0242l,0,0
2455,221950.wav,Clapping,/m/0l15bq,0,0
2456,253840.wav,Fart,/m/02_nn,0,0
2457,164578.wav,Dishes_and_pots_and_pans,/m/04brg2,1,0
2458,339118.wav,Clapping,/m/0l15bq,0,0
2459,58039.wav,Acoustic_guitar,/m/042v_gx,0,0
2460,181895.wav,Wind,/m/03m9d0z,0,0
2461,272555.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2462,376662.wav,Fireworks,/m/0g6b5,0,0
2463,85136.wav,Fart,/m/02_nn,1,0
2464,182711.wav,Rain,/m/06mb1,0,0
2465,268404.wav,Engine,/m/02mk9,0,0
2466,217906.wav,Engine,/m/02mk9,0,0
2467,347547.wav,Clapping,/m/0l15bq,0,0
2468,269516.wav,Slam,/m/07rjzl8,0,0
2469,137475.wav,Hi-hat,/m/03qtq,0,0
2470,198683.wav,Engine,/m/02mk9,0,0
2471,215336.wav,Writing,/m/081rb,0,0
2472,217965.wav,Slam,/m/07rjzl8,0,0
2473,234735.wav,Squeak,/m/07q6cd_,0,0
2474,396568.wav,Crash_cymbal,/m/0bm0k,0,0
2475,58975.wav,Acoustic_guitar,/m/042v_gx,0,0
2476,276200.wav,Coin_(dropping),/m/0242l,1,0
2477,434249.wav,Fireworks,/m/0g6b5,0,0
2478,239770.wav,Bass_guitar,/m/018vs,1,0
2479,211450.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2480,203211.wav,Clapping,/m/0l15bq,0,0
2481,209828.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2482,9568.wav,Clapping,/m/0l15bq,0,0
2483,404915.wav,Bass_guitar,/m/018vs,0,0
2484,62036.wav,Engine,/m/02mk9,0,1
2485,242324.wav,Piano,/m/05r5c,0,0
2486,74668.wav,Fart,/m/02_nn,0,0
2487,100337.wav,Fart,/m/02_nn,0,0
2488,419469.wav,Coin_(dropping),/m/0242l,1,0
2489,272505.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2490,389635.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2491,378153.wav,Glass,/m/039jq,0,0
2492,178386.wav,Hi-hat,/m/03qtq,0,0
2493,137461.wav,Hi-hat,/m/03qtq,0,0
2494,387694.wav,Engine,/m/02mk9,0,0
2495,238604.wav,Engine,/m/02mk9,0,1
2496,383866.wav,Writing,/m/081rb,0,0
2497,219837.wav,Glass,/m/039jq,1,0
2498,251057.wav,Acoustic_guitar,/m/042v_gx,0,0
2499,29798.wav,Clapping,/m/0l15bq,0,0
2500,383981.wav,Coin_(dropping),/m/0242l,0,0
2501,19105.wav,Engine,/m/02mk9,0,1
2502,71947.wav,Glass,/m/039jq,1,0
2503,269951.wav,Crash_cymbal,/m/0bm0k,0,0
2504,138066.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2505,137583.wav,Hi-hat,/m/03qtq,0,0
2506,85887.wav,Slam,/m/07rjzl8,1,0
2507,377043.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2508,178720.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2509,37636.wav,Bass_guitar,/m/018vs,0,0
2510,198342.wav,Fireworks,/m/0g6b5,0,0
2511,89809.wav,Glass,/m/039jq,0,0
2512,379340.wav,Rain,/m/06mb1,0,0
2513,270641.wav,Fire,/m/02_41,0,0
2514,132210.wav,Hi-hat,/m/03qtq,0,0
2515,107283.wav,Bass_guitar,/m/018vs,0,1
2516,136730.wav,Engine,/m/02mk9,0,0
2517,39377.wav,Fire,/m/02_41,0,0
2518,166967.wav,Crash_cymbal,/m/0bm0k,0,0
2519,171535.wav,Clapping,/m/0l15bq,0,0
2520,17873.wav,Squeak,/m/07q6cd_,0,0
2521,361167.wav,Slam,/m/07rjzl8,0,0
2522,272287.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2523,258049.wav,Engine,/m/02mk9,0,0
2524,190036.wav,Tearing,/m/07qcx4z,0,0
2525,232666.wav,Squeak,/m/07q6cd_,0,0
2526,411570.wav,Piano,/m/05r5c,0,0
2527,183070.wav,Acoustic_guitar,/m/042v_gx,1,0
2528,341450.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2529,371669.wav,Clapping,/m/0l15bq,0,0
2530,403162.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2531,234217.wav,Fart,/m/02_nn,0,0
2532,187535.wav,Crash_cymbal,/m/0bm0k,0,0
2533,328098.wav,Wind,/m/03m9d0z,0,0
2534,150501.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2535,103386.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2536,164512.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2537,235215.wav,Bass_guitar,/m/018vs,0,0
2538,146901.wav,Crash_cymbal,/m/0bm0k,0,0
2539,102730.wav,Acoustic_guitar,/m/042v_gx,0,0
2540,98616.wav,Fart,/m/02_nn,0,1
2541,119068.wav,Slam,/m/07rjzl8,0,0
2542,144211.wav,Slam,/m/07rjzl8,0,0
2543,322948.wav,Slam,/m/07rjzl8,0,0
2544,265398.wav,Slam,/m/07rjzl8,0,0
2545,47438.wav,Clapping,/m/0l15bq,0,0
2546,276194.wav,Coin_(dropping),/m/0242l,0,0
2547,148754.wav,Piano,/m/05r5c,0,0
2548,125394.wav,Slam,/m/07rjzl8,0,0
2549,398774.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2550,9617.wav,Crash_cymbal,/m/0bm0k,0,0
2551,426764.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2552,125094.wav,Squeak,/m/07q6cd_,0,0
2553,89771.wav,Crash_cymbal,/m/0bm0k,0,0
2554,343756.wav,Crash_cymbal,/m/0bm0k,0,0
2555,88881.wav,Glass,/m/039jq,0,0
2556,131991.wav,Slam,/m/07rjzl8,0,0
2557,138373.wav,Crash_cymbal,/m/0bm0k,1,0
2558,251875.wav,Acoustic_guitar,/m/042v_gx,0,0
2559,183798.wav,Acoustic_guitar,/m/042v_gx,0,0
2560,50944.wav,Hi-hat,/m/03qtq,0,1
2561,382724.wav,Rain,/m/06mb1,0,0
2562,240264.wav,Fire,/m/02_41,0,1
2563,119455.wav,Engine,/m/02mk9,0,0
2564,160590.wav,Fire,/m/02_41,0,0
2565,379294.wav,Walk_or_footsteps,/m/07pbtc8,0,1
2566,389172.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2567,63524.wav,Coin_(dropping),/m/0242l,1,0
2568,39401.wav,Wind,/m/03m9d0z,0,0
2569,8910.wav,Piano,/m/05r5c,0,0
2570,386980.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2571,112439.wav,Bass_guitar,/m/018vs,0,0
2572,19669.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2573,419110.wav,Fart,/m/02_nn,0,0
2574,239866.wav,Bass_guitar,/m/018vs,0,0
2575,42747.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2576,63896.wav,Rain,/m/06mb1,0,0
2577,148480.wav,Piano,/m/05r5c,1,0
2578,275315.wav,Engine,/m/02mk9,0,1
2579,188123.wav,Hi-hat,/m/03qtq,0,0
2580,17592.wav,Engine,/m/02mk9,0,0
2581,176466.wav,Piano,/m/05r5c,1,0
2582,195002.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2583,394794.wav,Crash_cymbal,/m/0bm0k,0,0
2584,63897.wav,Rain,/m/06mb1,0,0
2585,251028.wav,Acoustic_guitar,/m/042v_gx,0,0
2586,173890.wav,Dishes_and_pots_and_pans,/m/04brg2,0,1
2587,325367.wav,Fire,/m/02_41,0,0
2588,28584.wav,Piano,/m/05r5c,0,0
2589,56976.wav,Fart,/m/02_nn,0,0
2590,92845.wav,Squeak,/m/07q6cd_,0,0
2591,179174.wav,Glass,/m/039jq,0,0
2592,177987.wav,Slam,/m/07rjzl8,0,0
2593,269910.wav,Crash_cymbal,/m/0bm0k,0,0
2594,215983.wav,Glass,/m/039jq,0,0
2595,341431.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2596,72941.wav,Piano,/m/05r5c,0,0
2597,392023.wav,Fire,/m/02_41,0,0
2598,11393.wav,Hi-hat,/m/03qtq,0,0
2599,40664.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2600,251048.wav,Acoustic_guitar,/m/042v_gx,0,0
2601,58251.wav,Wind,/m/03m9d0z,0,0
2602,62532.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2603,344686.wav,Fireworks,/m/0g6b5,0,0
2604,64128.wav,Fart,/m/02_nn,0,0
2605,105384.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2606,187282.wav,Slam,/m/07rjzl8,0,0
2607,172943.wav,Bass_guitar,/m/018vs,0,0
2608,234194.wav,Squeak,/m/07q6cd_,0,0
2609,56173.wav,Bass_guitar,/m/018vs,0,0
2610,81957.wav,Bass_guitar,/m/018vs,0,0
2611,274214.wav,Slam,/m/07rjzl8,0,0
2612,138449.wav,Piano,/m/05r5c,0,0
2613,198658.wav,Engine,/m/02mk9,0,0
2614,369055.wav,Engine,/m/02mk9,0,0
2615,344843.wav,Acoustic_guitar,/m/042v_gx,0,0
2616,192906.wav,Bass_guitar,/m/018vs,0,0
2617,383082.wav,Squeak,/m/07q6cd_,0,0
2618,148442.wav,Piano,/m/05r5c,0,0
2619,198655.wav,Engine,/m/02mk9,0,0
2620,106130.wav,Wind,/m/03m9d0z,0,0
2621,37355.wav,Rain,/m/06mb1,0,0
2622,339058.wav,Fire,/m/02_41,0,0
2623,344653.wav,Clapping,/m/0l15bq,0,0
2624,94134.wav,Squeak,/m/07q6cd_,0,0
2625,208101.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2626,413854.wav,Wind,/m/03m9d0z,0,0
2627,10495.wav,Crash_cymbal,/m/0bm0k,0,0
2628,151132.wav,Slam,/m/07rjzl8,1,0
2629,43593.wav,Squeak,/m/07q6cd_,0,1
2630,239849.wav,Bass_guitar,/m/018vs,0,0
2631,5094.wav,Bass_guitar,/m/018vs,0,0
2632,34777.wav,Rain,/m/06mb1,0,0
2633,405839.wav,Bass_guitar,/m/018vs,0,0
2634,125442.wav,Acoustic_guitar,/m/042v_gx,0,0
2635,378640.wav,Fire,/m/02_41,0,0
2636,7510.wav,Bass_guitar,/m/018vs,0,0
2637,28567.wav,Piano,/m/05r5c,0,1
2638,365525.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2639,369204.wav,Wind,/m/03m9d0z,0,0
2640,337302.wav,Piano,/m/05r5c,0,0
2641,160595.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2642,77658.wav,Engine,/m/02mk9,0,0
2643,140536.wav,Hi-hat,/m/03qtq,0,1
2644,403538.wav,Slam,/m/07rjzl8,0,0
2645,425127.wav,Piano,/m/05r5c,0,1
2646,138744.wav,Hi-hat,/m/03qtq,0,0
2647,46171.wav,Hi-hat,/m/03qtq,0,0
2648,277109.wav,Piano,/m/05r5c,0,0
2649,183086.wav,Acoustic_guitar,/m/042v_gx,0,0
2650,137687.wav,Hi-hat,/m/03qtq,0,0
2651,244262.wav,Coin_(dropping),/m/0242l,0,0
2652,201810.wav,Rain,/m/06mb1,0,0
2653,75021.wav,Hi-hat,/m/03qtq,0,0
2654,241000.wav,Fart,/m/02_nn,0,0
2655,121139.wav,Bass_guitar,/m/018vs,0,0
2656,138987.wav,Wind,/m/03m9d0z,0,0
2657,236956.wav,Bass_guitar,/m/018vs,0,0
2658,148758.wav,Piano,/m/05r5c,0,0
2659,110394.wav,Wind,/m/03m9d0z,0,0
2660,114512.wav,Slam,/m/07rjzl8,1,0
2661,138706.wav,Hi-hat,/m/03qtq,0,0
2662,114203.wav,Glass,/m/039jq,1,0
2663,371376.wav,Writing,/m/081rb,0,0
2664,45536.wav,Hi-hat,/m/03qtq,0,0
2665,264726.wav,Walk_or_footsteps,/m/07pbtc8,0,1
2666,266079.wav,Bass_guitar,/m/018vs,0,0
2667,396293.wav,Glass,/m/039jq,0,0
2668,196679.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2669,428391.wav,Walk_or_footsteps,/m/07pbtc8,0,1
2670,364345.wav,Glass,/m/039jq,0,0
2671,349796.wav,Fireworks,/m/0g6b5,1,0
2672,57496.wav,Squeak,/m/07q6cd_,0,0
2673,94810.wav,Piano,/m/05r5c,0,0
2674,198722.wav,Engine,/m/02mk9,0,0
2675,347496.wav,Crash_cymbal,/m/0bm0k,0,0
2676,39173.wav,Piano,/m/05r5c,0,0
2677,135965.wav,Crash_cymbal,/m/0bm0k,0,0
2678,75038.wav,Hi-hat,/m/03qtq,0,0
2679,337243.wav,Squeak,/m/07q6cd_,0,0
2680,349978.wav,Acoustic_guitar,/m/042v_gx,0,0
2681,232931.wav,Slam,/m/07rjzl8,0,0
2682,136099.wav,Crash_cymbal,/m/0bm0k,0,1
2683,239763.wav,Bass_guitar,/m/018vs,1,0
2684,138935.wav,Hi-hat,/m/03qtq,0,0
2685,23087.wav,Rain,/m/06mb1,0,0
2686,65143.wav,Clapping,/m/0l15bq,0,0
2687,57482.wav,Squeak,/m/07q6cd_,0,0
2688,369234.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2689,232564.wav,Tearing,/m/07qcx4z,0,0
2690,113126.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2691,156269.wav,Rain,/m/06mb1,0,1
2692,368623.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2693,380200.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2694,268387.wav,Engine,/m/02mk9,0,0
2695,92019.wav,Crash_cymbal,/m/0bm0k,0,0
2696,339083.wav,Glass,/m/039jq,0,0
2697,340609.wav,Crash_cymbal,/m/0bm0k,0,0
2698,182986.wav,Acoustic_guitar,/m/042v_gx,0,0
2699,207703.wav,Bass_guitar,/m/018vs,0,0
2700,120193.wav,Squeak,/m/07q6cd_,0,0
2701,222292.wav,Crash_cymbal,/m/0bm0k,0,0
2702,267083.wav,Engine,/m/02mk9,0,0
2703,316913.wav,Piano,/m/05r5c,1,0
2704,387580.wav,Glass,/m/039jq,0,0
2705,44367.wav,Acoustic_guitar,/m/042v_gx,0,0
2706,369090.wav,Squeak,/m/07q6cd_,0,0
2707,161842.wav,Bass_guitar,/m/018vs,0,0
2708,365521.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2709,10399.wav,Tearing,/m/07qcx4z,0,0
2710,103973.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2711,412262.wav,Writing,/m/081rb,0,0
2712,345257.wav,Bass_guitar,/m/018vs,0,0
2713,361706.wav,Clapping,/m/0l15bq,1,0
2714,136076.wav,Crash_cymbal,/m/0bm0k,0,0
2715,430679.wav,Wind,/m/03m9d0z,0,0
2716,137761.wav,Walk_or_footsteps,/m/07pbtc8,0,1
2717,137464.wav,Hi-hat,/m/03qtq,0,0
2718,58064.wav,Acoustic_guitar,/m/042v_gx,0,0
2719,345709.wav,Coin_(dropping),/m/0242l,0,1
2720,120511.wav,Crash_cymbal,/m/0bm0k,0,1
2721,406434.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2722,252329.wav,Piano,/m/05r5c,0,0
2723,363934.wav,Bass_guitar,/m/018vs,0,0
2724,268680.wav,Fire,/m/02_41,0,0
2725,138854.wav,Hi-hat,/m/03qtq,0,0
2726,251785.wav,Slam,/m/07rjzl8,0,0
2727,214889.wav,Squeak,/m/07q6cd_,0,0
2728,219499.wav,Squeak,/m/07q6cd_,0,0
2729,197294.wav,Glass,/m/039jq,0,0
2730,251921.wav,Piano,/m/05r5c,0,0
2731,101130.wav,Fire,/m/02_41,0,0
2732,176163.wav,Rain,/m/06mb1,0,0
2733,96199.wav,Fart,/m/02_nn,0,0
2734,62477.wav,Wind,/m/03m9d0z,0,0
2735,178716.wav,Squeak,/m/07q6cd_,0,0
2736,253802.wav,Fart,/m/02_nn,0,0
2737,80110.wav,Dishes_and_pots_and_pans,/m/04brg2,1,0
2738,259144.wav,Clapping,/m/0l15bq,0,0
2739,339385.wav,Piano,/m/05r5c,0,1
2740,259949.wav,Glass,/m/039jq,0,0
2741,382043.wav,Tearing,/m/07qcx4z,0,0
2742,181902.wav,Fire,/m/02_41,0,0
2743,342702.wav,Slam,/m/07rjzl8,0,0
2744,99445.wav,Slam,/m/07rjzl8,0,0
2745,88874.wav,Glass,/m/039jq,0,0
2746,58103.wav,Acoustic_guitar,/m/042v_gx,0,0
2747,162400.wav,Engine,/m/02mk9,0,0
2748,276229.wav,Coin_(dropping),/m/0242l,0,1
2749,180802.wav,Engine,/m/02mk9,0,0
2750,347121.wav,Fireworks,/m/0g6b5,0,0
2751,41515.wav,Acoustic_guitar,/m/042v_gx,0,0
2752,428470.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2753,252500.wav,Acoustic_guitar,/m/042v_gx,0,0
2754,70869.wav,Piano,/m/05r5c,0,1
2755,270076.wav,Crash_cymbal,/m/0bm0k,0,0
2756,208211.wav,Bass_guitar,/m/018vs,0,0
2757,192170.wav,Engine,/m/02mk9,0,0
2758,236847.wav,Squeak,/m/07q6cd_,0,0
2759,396462.wav,Clapping,/m/0l15bq,0,0
2760,88671.wav,Fart,/m/02_nn,0,0
2761,58126.wav,Acoustic_guitar,/m/042v_gx,0,0
2762,41518.wav,Acoustic_guitar,/m/042v_gx,0,0
2763,435287.wav,Fart,/m/02_nn,0,0
2764,73064.wav,Squeak,/m/07q6cd_,0,0
2765,392511.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2766,62745.wav,Piano,/m/05r5c,0,0
2767,340492.wav,Crash_cymbal,/m/0bm0k,0,0
2768,199944.wav,Wind,/m/03m9d0z,0,0
2769,92860.wav,Fart,/m/02_nn,0,0
2770,219490.wav,Slam,/m/07rjzl8,0,0
2771,185729.wav,Coin_(dropping),/m/0242l,0,1
2772,154381.wav,Squeak,/m/07q6cd_,0,0
2773,173576.wav,Glass,/m/039jq,1,0
2774,400997.wav,Slam,/m/07rjzl8,0,0
2775,58037.wav,Acoustic_guitar,/m/042v_gx,0,0
2776,239842.wav,Bass_guitar,/m/018vs,1,0
2777,41984.wav,Acoustic_guitar,/m/042v_gx,0,0
2778,121257.wav,Squeak,/m/07q6cd_,0,0
2779,97530.wav,Dishes_and_pots_and_pans,/m/04brg2,1,0
2780,427752.wav,Wind,/m/03m9d0z,0,0
2781,321323.wav,Bass_guitar,/m/018vs,0,0
2782,349947.wav,Piano,/m/05r5c,0,0
2783,349021.wav,Clapping,/m/0l15bq,0,0
2784,41663.wav,Acoustic_guitar,/m/042v_gx,0,0
2785,211931.wav,Slam,/m/07rjzl8,0,0
2786,137798.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2787,188790.wav,Engine,/m/02mk9,0,0
2788,209013.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2789,379183.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2790,75332.wav,Squeak,/m/07q6cd_,0,0
2791,46326.wav,Fireworks,/m/0g6b5,0,0
2792,35108.wav,Slam,/m/07rjzl8,0,0
2793,321283.wav,Glass,/m/039jq,0,0
2794,191620.wav,Clapping,/m/0l15bq,0,0
2795,136155.wav,Crash_cymbal,/m/0bm0k,0,0
2796,75022.wav,Hi-hat,/m/03qtq,0,0
2797,216293.wav,Glass,/m/039jq,1,0
2798,412332.wav,Piano,/m/05r5c,0,0
2799,105337.wav,Clapping,/m/0l15bq,0,0
2800,432104.wav,Rain,/m/06mb1,0,1
2801,398121.wav,Engine,/m/02mk9,0,0
2802,431636.wav,Crash_cymbal,/m/0bm0k,0,1
2803,23525.wav,Slam,/m/07rjzl8,0,0
2804,208842.wav,Wind,/m/03m9d0z,0,0
2805,237332.wav,Fire,/m/02_41,0,0
2806,249711.wav,Clapping,/m/0l15bq,0,0
2807,379057.wav,Coin_(dropping),/m/0242l,1,0
2808,77691.wav,Fire,/m/02_41,0,1
2809,89522.wav,Slam,/m/07rjzl8,0,0
2810,386201.wav,Fire,/m/02_41,1,0
2811,168322.wav,Crash_cymbal,/m/0bm0k,0,0
2812,40678.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2813,341593.wav,Clapping,/m/0l15bq,0,0
2814,8450.wav,Acoustic_guitar,/m/042v_gx,0,0
2815,385.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2816,406125.wav,Glass,/m/039jq,0,0
2817,87977.wav,Wind,/m/03m9d0z,0,0
2818,324518.wav,Fart,/m/02_nn,0,1
2819,206160.wav,Glass,/m/039jq,0,0
2820,276206.wav,Coin_(dropping),/m/0242l,1,0
2821,334302.wav,Coin_(dropping),/m/0242l,0,0
2822,162196.wav,Coin_(dropping),/m/0242l,0,0
2823,415972.wav,Wind,/m/03m9d0z,0,0
2824,221680.wav,Tearing,/m/07qcx4z,0,0
2825,17118.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2826,350870.wav,Coin_(dropping),/m/0242l,0,1
2827,104965.wav,Squeak,/m/07q6cd_,0,0
2828,213960.wav,Hi-hat,/m/03qtq,0,0
2829,346462.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2830,272545.wav,Walk_or_footsteps,/m/07pbtc8,0,1
2831,251062.wav,Acoustic_guitar,/m/042v_gx,0,0
2832,25514.wav,Hi-hat,/m/03qtq,0,0
2833,242220.wav,Clapping,/m/0l15bq,0,0
2834,276104.wav,Coin_(dropping),/m/0242l,0,0
2835,256423.wav,Acoustic_guitar,/m/042v_gx,0,0
2836,377317.wav,Walk_or_footsteps,/m/07pbtc8,0,0
2837,120192.wav,Squeak,/m/07q6cd_,0,0
2838,387982.wav,Slam,/m/07rjzl8,0,0
2839,203830.wav,Wind,/m/03m9d0z,0,0
2840,398169.wav,Piano,/m/05r5c,0,0
2841,112254.wav,Clapping,/m/0l15bq,0,0
2842,325090.wav,Wind,/m/03m9d0z,0,0
2843,266980.wav,Squeak,/m/07q6cd_,0,0
2844,431083.wav,Piano,/m/05r5c,0,0
2845,140361.wav,Coin_(dropping),/m/0242l,0,1
2846,74664.wav,Fart,/m/02_nn,0,0
2847,183771.wav,Acoustic_guitar,/m/042v_gx,0,0
2848,79063.wav,Coin_(dropping),/m/0242l,0,0
2849,50384.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2850,238991.wav,Fire,/m/02_41,0,0
2851,410834.wav,Tearing,/m/07qcx4z,0,0
2852,79286.wav,Engine,/m/02mk9,1,0
2853,185160.wav,Squeak,/m/07q6cd_,0,0
2854,332674.wav,Squeak,/m/07q6cd_,0,0
2855,138773.wav,Hi-hat,/m/03qtq,0,0
2856,136166.wav,Crash_cymbal,/m/0bm0k,0,0
2857,74631.wav,Fart,/m/02_nn,0,1
2858,330104.wav,Crash_cymbal,/m/0bm0k,0,0
2859,109740.wav,Fireworks,/m/0g6b5,0,0
2860,254077.wav,Rain,/m/06mb1,0,1
2861,243558.wav,Glass,/m/039jq,0,0
2862,267464.wav,Wind,/m/03m9d0z,0,0
2863,362827.wav,Slam,/m/07rjzl8,0,0
2864,18356.wav,Squeak,/m/07q6cd_,0,0
2865,325277.wav,Fire,/m/02_41,0,0
2866,127976.wav,Wind,/m/03m9d0z,0,0
2867,387665.wav,Slam,/m/07rjzl8,0,0
2868,268435.wav,Engine,/m/02mk9,0,0
2869,268391.wav,Engine,/m/02mk9,0,0
2870,30162.wav,Glass,/m/039jq,0,0
2871,349806.wav,Fireworks,/m/0g6b5,0,0
2872,238059.wav,Fire,/m/02_41,0,0
2873,112257.wav,Clapping,/m/0l15bq,0,0
2874,408070.wav,Tearing,/m/07qcx4z,0,0
2875,52141.wav,Glass,/m/039jq,0,0
2876,64935.wav,Dishes_and_pots_and_pans,/m/04brg2,0,1
2877,71602.wav,Wind,/m/03m9d0z,0,0
2878,83968.wav,Fireworks,/m/0g6b5,0,1
2879,401759.wav,Engine,/m/02mk9,0,0
2880,140669.wav,Crash_cymbal,/m/0bm0k,0,1
2881,270180.wav,Crash_cymbal,/m/0bm0k,0,0
2882,183719.wav,Acoustic_guitar,/m/042v_gx,0,0
2883,193401.wav,Fire,/m/02_41,0,0
2884,266998.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
2885,239820.wav,Bass_guitar,/m/018vs,1,0
2886,364738.wav,Tearing,/m/07qcx4z,0,0
2887,9386.wav,Writing,/m/081rb,0,0
2888,380206.wav,Engine,/m/02mk9,0,0
2889,138801.wav,Hi-hat,/m/03qtq,0,0
